,0,1,2
0,-0.5314298868179321,-1.967526912689209,-0.9064953327178955
1,-1.3447850942611694,-0.7702712416648865,-1.721814513206482
2,1.8948240280151367,-0.9668914675712585,-1.6178852319717407
3,-2.3185293674468994,-0.25466662645339966,-1.3187774419784546
4,-0.975796103477478,-1.6084167957305908,-1.2449976205825806
5,1.9349806308746338,-0.8800398707389832,-1.633399486541748
6,-0.6927012801170349,-1.5275393724441528,-1.4685381650924683
7,-0.87159264087677,-1.2381770610809326,-1.7382107973098755
8,-0.47710031270980835,-0.5525635480880737,-2.1424942016601562
9,-0.5026090145111084,-2.042482852935791,-0.6585671305656433
10,-2.462688446044922,-0.9284735321998596,-0.4725995659828186
11,-1.8399121761322021,-1.1722660064697266,-0.8807382583618164
12,-0.4351874589920044,-1.3347257375717163,-1.8666797876358032
13,-2.357083559036255,-0.7566940188407898,-0.8557393550872803
14,1.0787068605422974,-1.1600080728530884,-1.7688323259353638
15,-1.4549037218093872,-1.254516363143921,-1.1385219097137451
16,-0.7961835861206055,-1.5522884130477905,-1.4302119016647339
17,-0.6505159139633179,-1.898842453956604,-0.9936412572860718
18,-1.4761333465576172,-1.28520667552948,-1.081614375114441
19,-0.5058348178863525,-1.1141483783721924,-1.9627922773361206
20,-0.19835035502910614,-1.5102250576019287,-1.2028775215148926
21,-1.383994460105896,-0.6689007878303528,-1.7608429193496704
22,-1.7005033493041992,-1.292210340499878,-0.8417335748672485
23,-0.13261304795742035,0.4056771993637085,-2.46231746673584
24,-0.8211644291877747,-1.314886450767517,-1.71430504322052
25,-2.6169352531433105,0.21900591254234314,-0.8372026681900024
26,-0.8527463674545288,-1.5033259391784668,-1.4799727201461792
27,-0.733377993106842,-1.4474546909332275,-1.6034270524978638
28,-2.2201895713806152,-0.4860082268714905,-1.2484264373779297
29,0.7781448364257812,-1.0365475416183472,-1.890342354774475
30,-0.7730923891067505,-0.6174662113189697,-2.039461851119995
31,0.7631392478942871,-0.9982054829597473,-1.9992953538894653
32,-1.0134130716323853,-1.0256783962249756,-1.7315045595169067
33,-2.4531660079956055,-0.5197149515151978,-0.8740228414535522
34,-0.21193529665470123,-1.3245172500610352,-1.0959442853927612
35,-1.2357205152511597,0.6445206999778748,-2.004723310470581
36,-0.6209611296653748,-1.666135311126709,-1.3043330907821655
37,0.82021164894104,-1.0948187112808228,-1.9483087062835693
38,-1.1862916946411133,-0.7089795470237732,-1.7841668128967285
39,1.409386157989502,-1.18012535572052,-1.7183407545089722
40,1.1254781484603882,-1.1596134901046753,-1.7617231607437134
41,-0.43121927976608276,-1.5296266078948975,-1.6521391868591309
42,-0.5592801570892334,-1.1822482347488403,-1.9115827083587646
43,0.7311748266220093,0.3168572783470154,-1.9414291381835938
44,-1.0211875438690186,-0.41611140966415405,-1.9481369256973267
45,-0.5487552285194397,-0.08540093898773193,-2.2957730293273926
46,-0.7362556457519531,-0.7846382856369019,-1.990271806716919
47,-1.4402391910552979,-0.5002100467681885,-1.8022736310958862
48,-0.8041566014289856,-1.4523861408233643,-1.5880290269851685
49,-1.1202290058135986,-1.6266858577728271,-1.1012154817581177
50,-1.3082877397537231,-0.1869652271270752,-1.9773088693618774
51,-1.4385409355163574,-1.295798897743225,-1.096790075302124
52,-0.1249765008687973,-0.1327163726091385,-2.4224979877471924
53,-1.4055272340774536,-1.3069381713867188,-1.1067252159118652
54,-1.8222615718841553,-1.5253978967666626,-0.3304077684879303
55,-1.5387097597122192,-0.3462384343147278,-1.7742512226104736
56,-1.177786946296692,-1.7431262731552124,-0.8863652944564819
57,1.8576724529266357,-1.0452030897140503,-1.607582449913025
58,-0.7617466449737549,-1.6399630308151245,-1.3130441904067993
59,0.4708515703678131,-0.24274279177188873,-1.9027092456817627
60,-1.0581821203231812,-1.467672348022461,-1.3612178564071655
61,-0.6880045533180237,1.3468353748321533,-1.7941457033157349
62,-0.5406888127326965,-0.8677017092704773,-2.0534210205078125
63,-0.6916484832763672,0.3955800533294678,-2.258653163909912
64,-0.4040648341178894,-1.9494915008544922,-0.7004166841506958
65,-0.335518479347229,-0.4426734447479248,-2.2724130153656006
66,-1.9233038425445557,-0.8844537734985352,-1.1189018487930298
67,-0.9827830791473389,-1.6977770328521729,-1.11628258228302
68,-0.7400577068328857,-0.6495404243469238,-2.0446300506591797
69,-2.815460443496704,-0.4665221571922302,-0.3561379909515381
70,-0.6818751096725464,-2.0467166900634766,-0.7350691556930542
71,-2.4918136596679688,-1.0917729139328003,-0.16330558061599731
72,-1.7354464530944824,-0.3405922055244446,-1.6147783994674683
73,0.35011282563209534,0.8534271121025085,-1.9772149324417114
74,0.8171858787536621,-1.0440480709075928,-1.9095182418823242
75,-0.16165654361248016,-1.286558747291565,-1.9696649312973022
76,-0.7975389957427979,-0.6309675574302673,-2.0206828117370605
77,-0.42833101749420166,-1.8619284629821777,-1.0083259344100952
78,0.37004128098487854,-0.14000526070594788,-2.1523311138153076
79,-0.49486494064331055,-2.016613006591797,-0.5994837284088135
80,-0.773688554763794,-1.327423334121704,-1.7331374883651733
81,-1.6458936929702759,-0.45669347047805786,-1.7120615243911743
82,-1.4874908924102783,-0.30658072233200073,-1.829629898071289
83,-0.7760074138641357,-1.4187709093093872,-1.639580488204956
84,-0.8785746097564697,-1.2197084426879883,-1.735788106918335
85,-0.9745786190032959,-1.5589752197265625,-1.3323596715927124
86,-0.19429662823677063,-1.634149193763733,-1.1338434219360352
87,-1.1363375186920166,-0.9994319081306458,-1.6653251647949219
88,-1.848734736442566,-1.072569727897644,-1.0267575979232788
89,1.9646656513214111,-0.7421082854270935,-1.6591743230819702
90,-0.7653881311416626,-0.51626056432724,-2.059185266494751
91,-1.4618369340896606,-0.39972853660583496,-1.834291696548462
92,0.3393041789531708,0.570583164691925,-2.071885347366333
93,-0.5745734572410583,-0.25029492378234863,-2.2457151412963867
94,0.8047847747802734,-0.9925832152366638,-1.9748679399490356
95,-0.5587637424468994,-1.4241162538528442,-1.664357304573059
96,0.0643477737903595,-0.6745575666427612,-2.1543846130371094
97,0.5040768384933472,-0.9264754056930542,-1.9787886142730713
98,-1.9000741243362427,-0.5318325161933899,-1.5049316883087158
99,-0.9378008842468262,-1.501190423965454,-1.4325430393218994
100,-1.7311716079711914,-1.0830585956573486,-1.1210086345672607
101,-2.5041847229003906,-0.7273059487342834,-0.6557026505470276
102,-0.8974945545196533,-1.1826999187469482,-1.7050336599349976
103,-1.0918834209442139,-1.6546400785446167,-1.1046820878982544
104,-1.2718852758407593,-1.564267873764038,-0.9591795206069946
105,-0.7720078229904175,-1.4663670063018799,-1.5678070783615112
106,-1.8391003608703613,0.379986047744751,-1.702223300933838
107,2.155618667602539,-0.21497441828250885,-1.619473934173584
108,-0.7097527384757996,-1.14009428024292,-1.8750625848770142
109,-0.2889994978904724,-1.2264878749847412,-1.9183870553970337
110,-0.4062885642051697,0.563673734664917,-2.3985657691955566
111,1.4018057584762573,-0.9185232520103455,-1.8526736497879028
112,-0.525351881980896,-0.33960241079330444,-2.2318880558013916
113,-0.6221777200698853,-1.1893802881240845,-1.88284170627594
114,0.12797698378562927,-1.1319159269332886,-2.0847718715667725
115,-0.11477327346801758,-1.1400305032730103,-2.0914361476898193
116,-0.29993394017219543,-0.7244592905044556,-2.198544979095459
117,-1.2160686254501343,-1.7683213949203491,-0.8075761795043945
118,-0.2948380410671234,-1.1777983903884888,-2.0394160747528076
119,-1.1504441499710083,-1.3258987665176392,-1.1402372121810913
120,-1.0676922798156738,-1.0947957038879395,-1.6256083250045776
121,-0.11183707416057587,-1.2790898084640503,-1.5572710037231445
122,-0.6963661909103394,-1.1805076599121094,-1.858420968055725
123,-1.6622612476348877,-0.5206491351127625,-1.66133713722229
124,-0.5908366441726685,-1.8736863136291504,-1.0527957677841187
125,-0.8013719916343689,-1.2092450857162476,-1.7995725870132446
126,-1.9334474802017212,-1.6075859069824219,-0.029345884919166565
127,-0.13980990648269653,-0.18835951387882233,-2.461998701095581
128,-0.634567379951477,-0.6928516030311584,-2.066070795059204
129,-0.16550582647323608,0.35296350717544556,-2.521743059158325
130,-1.7228118181228638,-0.2701336145401001,-1.7550276517868042
131,-1.7221311330795288,-0.11171594262123108,-1.8231505155563354
132,-1.276807427406311,-0.9922971129417419,-1.5707470178604126
133,-0.49693939089775085,-1.5286086797714233,-1.5496866703033447
134,-0.20459258556365967,0.07698269188404083,-2.4411375522613525
135,1.264382004737854,-1.198874831199646,-1.7455610036849976
